EE50.SLX.8966.N701_N504.bam	EE50.SLX.8966.N701_N505.bam	EE50.SLX.8966.N701_N507.bam	EE50.SLX.8966.N701_N508.bam	EE50.SLX.8966.N702_N501.bam	EE50.SLX.8966.N702_N502.bam	EE50.SLX.8966.N702_N504.bam	EE50.SLX.8966.N702_N506.bam	EE50.SLX.8966.N703_N501.bam	EE50.SLX.8966.N703_N502.bam	EE50.SLX.8966.N703_N507.bam	EE50.SLX.8966.N704_N502.bam	EE50.SLX.8966.N704_N504.bam	EE50.SLX.8966.N704_N505.bam	EE50.SLX.8966.N704_N506.bam	EE50.SLX.8966.N704_N507.bam	EE50.SLX.8966.N704_N508.bam	EE50.SLX.8966.N705_N501.bam	EE50.SLX.8966.N705_N502.bam	EE50.SLX.8966.N705_N504.bam	EE50.SLX.8966.N705_N505.bam	EE50.SLX.8966.N705_N506.bam	EE50.SLX.8966.N705_N507.bam	EE50.SLX.8966.N706_N501.bam	EE50.SLX.8966.N706_N506.bam	EE50.SLX.8966.N706_N507.bam	EE50.SLX.8966.N707_N501.bam	EE50.SLX.8966.N707_N502.bam	EE50.SLX.8966.N707_N503.bam	EE50.SLX.8966.N707_N504.bam	EE50.SLX.8966.N707_N507.bam	EE50.SLX.8966.N707_N508.bam	EE50.SLX.8966.N708_N505.bam	EE50.SLX.8966.N708_N506.bam	EE50.SLX.8966.N708_N508.bam	EE50.SLX.8966.N709_N501.bam	EE50.SLX.8966.N709_N502.bam	EE50.SLX.8966.N709_N504.bam	EE50.SLX.8966.N709_N506.bam	EE50.SLX.8966.N709_N507.bam	EE50.SLX.8966.N709_N508.bam	EE50.SLX.8966.N710_N502.bam	EE50.SLX.8966.N710_N506.bam	EE50.SLX.8966.N710_N507.bam	EE50.SLX.8966.N710_N508.bam	EE50.SLX.8966.N711_N502.bam	EE50.SLX.8966.N711_N507.bam	EE50.SLX.8966.N712_N502.bam	EE50.SLX.8966.N712_N504.bam	EE50.SLX.8966.N712_N505.bam	EE50.SLX.8966.N712_N508.bam
APH1B	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	144	0	0	319	58	15	14	0	0	0	0	0	0	0	0	0	0	0	0	29	36	0	0	0	0	0	0	0	0	0	6	0	1	0	0
CA12	1	0	0	0	1	0	1	585	0	0	0	0	23	0	11	1	0	0	0	1	309	0	0	1	0	0	0	2	0	0	27	0	1	15	1	39	0	0	0	0	0	284	2	0	1	742	0	0	0	0	8
USP3	0	24	0	0	0	28	1	123	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HERC1	0	33	0	0	57	0	0	27	0	68	0	0	0	0	32	0	64	266	32	0	79	3	0	0	0	50	0	0	0	0	56	1	15	57	0	15	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAPK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0
FAM96A	0	0	0	0	0	0	1	46	0	0	0	0	0	0	9	12	7	0	0	45	0	4	0	0	17	0	7	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	1	4	2	0	0	0	2
SNX1	0	0	0	0	0	0	0	0	0	0	0	1006	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	2728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPIB	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0
CSNK1G1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	28	0	0	0	0	1	0	0	0	0	0	59
KIAA0101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIP4	1	0	0	0	22	0	1	39	0	0	61	0	0	0	1	1	0	0	0	1	31	0	0	0	0	0	0	0	0	0	0	9	1	0	0	4	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0
ZNF609	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	89	0	0	239	0	0	5	0	0	0	81	0	0	0	0	0	0	0	0	0	0	18
PIF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	2	577	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHO2	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBAP1L	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	4	0	0	0	0	151	0	0	0	0	0	187	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CILP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PARP16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	64	0	0	44	0	0	0	0	0	0	0	0	55	0	0	0	164	0	0	0	5	0	0	0	0	0	0	0
IGDCC3	1	0	0	0	0	0	1	6	0	0	0	0	0	0	1	1	0	0	0	1	0	0	172	0	0	0	0	0	0	0	358	125	1	0	0	5	0	0	0	107	0	47	1	0	1	0	0	0	0	0	0
IGDCC4	174	15	0	0	0	0	0	0	0	0	0	0	0	0	1	165	0	0	0	0	0	5	0	0	0	0	44	0	342	0	0	0	9	0	0	18	0	0	0	0	0	47	0	83	0	483	39	0	0	0	0
DPP8	1	27	1	6	0	0	1	31	0	0	0	0	0	0	2	2	14	1	0	2	1	4	0	328	0	0	0	0	56	0	2	0	1	0	1	21	0	400	28	51	0	0	1	0	2	0	28	0	47	1	0
PTPLAD1	0	7	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0
C15orf44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	71	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC24A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
SMAD6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCH	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	32	0	0	0	0	0	0	0	97	0	0	0	35	13	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0
SKOR1	1	0	0	0	0	0	1	0	0	0	0	0	0	4	1	1	5	0	0	1	0	8	0	0	0	0	0	0	48	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ANP32A	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLCE	162	197	0	524	291	154	200	0	159	451	211	338	206	524	168	260	139	190	177	51	225	669	249	32	436	247	116	206	200	133	106	482	93	348	239	127	156	111	110	150	307	341	260	337	1591	57	65	180	286	157	379
UACA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC49	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THAP10	0	1	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THSD4	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO9A	0	0	0	139	0	0	0	0	0	0	0	89	0	0	0	55	0	0	0	0	0	2	0	0	0	0	0	0	13	0	0	8	0	0	0	12	0	0	0	0	0	7	0	0	1424	0	0	0	14	0	0
GRAMD2	0	0	0	1	0	0	14	0	0	0	0	0	0	0	43	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	5	0	0	0	0	0	0	21
PKM2	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	18	0	139	0	0	0	0	0	0	0	0	0	0	315	3	5
PARP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	5	0	307	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	59	0	0	0	0	0	0	0
CELF6	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0
ARIH1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0	0	0	0	0	0	0	0	0
NEO1	0	0	221	0	0	0	0	0	0	0	0	0	0	17	0	0	8	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
HCN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD276	1	0	0	0	0	0	1	142	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	43	1	0	0	0	0	0	0
C15orf59	0	0	0	17	0	0	0	0	0	101	0	0	0	0	0	52	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISLR	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC33	0	0	0	9	0	0	0	44	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP11A1	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARID3B	203	0	0	0	137	96	1	0	0	0	0	0	0	23	1	1	32	0	0	1	0	123	0	0	2	564	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CLK3	3	0	0	56	0	9	0	332	70	0	0	23	0	0	0	54	0	0	0	0	0	17	14	0	0	0	88	0	0	32	8	11	0	85	0	1	184	39	0	36	0	0	54	0	761	0	0	13	0	109	7
EDC3	0	0	0	202	0	0	0	219	0	0	0	58	0	0	0	112	58	0	0	0	0	28	59	0	0	0	0	0	0	49	11	55	0	197	0	0	478	50	0	113	0	0	148	0	682	0	0	3	0	191	23
CYP1A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0
LMAN1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
ULK3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCAMP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA6D	0	0	0	0	0	0	594	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEIL1	1	0	0	0	0	0	1	0	0	0	0	0	106	36	1	1	0	0	0	1	0	1	0	0	0	0	327	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	1	0	1	0	86	0	0	1086	81
MAN2C1	0	0	0	0	0	0	13	1	0	0	0	0	0	1	0	0	0	670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNUPN	0	0	6	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	5	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMP3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSPG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	10	0	0	0	0
UBE2Q2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0
FBXO22	103	0	0	0	0	0	0	0	0	0	0	0	142	35	0	0	0	0	0	0	0	2	0	0	0	0	0	17	0	66	0	0	0	0	0	5	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0
NRG4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0
C15orf27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0
ISL2	1	0	0	0	0	0	1	151	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SCAPER	0	0	0	1	0	145	0	1	0	0	0	0	0	261	64	458	1	0	1	0	0	1	182	0	0	0	0	1791	0	1338	452	0	451	454	0	17	315	0	0	67	233	366	578	4	0	0	7	0	483	0	42
RCN2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN3	1	0	1	0	0	0	1	39	0	0	0	0	0	7	2	2	0	1	0	1	0	0	0	1	0	0	0	0	18	0	1	0	1	0	1	5	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
PEAK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	22	0	0	82	0	0	0	341	277	0	0	0	0	3221	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0
TBC1D2B	0	0	0	0	39	0	0	0	0	0	0	0	0	49	0	396	0	0	0	0	0	2	0	0	0	0	0	0	0	160	0	0	0	0	0	55	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0
SH2D7	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IDH3A	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1591	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSBG1	1	1	1	79	0	0	890	172	1	0	0	2	0	5	27	15	3	1	227	7	2	7	1	1	2	22	1	7	2	0	6	0	2	2	5	8	27	1	0	26	0	29	1	2	2	50	66	1	104	8	0
CHRNA5	37	0	1	172	0	0	410	53	71	123	23	9	0	8	3	3	246	109	0	2	11	1	0	1	72	0	5	0	0	0	1	0	2	1	1	33	3	1	0	90	0	108	1	1	278	138	8	0	311	1	10
CHRNA3	45	0	0	0	134	0	32	0	0	242	0	145	0	94	1	1	0	0	1	1	0	9	0	0	122	0	0	0	104	202	40	0	320	0	0	28	33	0	41	150	0	33	0	0	322	262	0	275	1	0	75
CHRNB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720	0	631	214	268	0	0	956	455	0	13	0	0	89	0	0	2	0	76	0	482	0	0	0	277	0	0	0	0	0	0	0	0	0
RP11-335K5.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	717	0	626	214	236	0	0	978	455	0	13	0	0	89	0	0	2	0	77	0	491	0	0	0	279	0	0	0	0	0	0	0	0	0
CTSH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	374	0	0	0	0	0	0	0
RASGRF1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA1024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
MTHFS	0	0	0	34	0	0	0	0	546	0	0	204	0	0	0	1	0	0	1	0	0	0	0	0	0	650	1	0	0	313	0	0	0	0	0	58	0	0	0	291	0	0	0	0	798	431	0	0	0	0	3
ST20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-210M15.2	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA1199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0
MESDC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MESDC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	12	0	0	0	33	0	0	0	0	0	12	0	0	8	0	0	6	0	0	0	0	0	0	0	0	0	0	219	0	18	0	0	0	0	0
STARD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0
MEX3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
GOLGA6L9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
RPS17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	49	0	0	0	0	89	0	0	0	0	71	0	0	0	0	0	371	38	0	0	0	0	0	0	0	0	0	0	0	0	29	0	404	0	0
RP13-996F3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	0	0	2
RPS17L	0	0	0	0	0	0	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FSD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3GL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL3	1	0	0	17	0	0	1	157	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	108	0	0	0	6	1	0	120	3	0	0	0	0	0	0	0	0	1	0	24	0	0	0	0
WDR73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMB	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC11A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
ZNF592	0	0	0	0	0	0	0	30	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0
ALPK3	0	664	0	0	0	0	0	2	0	0	0	0	2191	2	266	0	268	0	0	0	0	1	38	0	0	0	0	0	0	0	0	1	0	259	812	1	0	0	0	0	0	1	456	1	0	0	0	0	1	0	0
SLC28A1	0	0	0	0	0	0	0	1	0	0	0	0	16	1	0	0	0	0	0	0	0	1	0	0	0	0	0	41	0	0	0	0	0	0	237	0	0	0	13	0	0	0	0	0	0	0	0	0	0	155	0
PDE8A	44	0	0	12	0	0	0	0	0	0	0	0	0	95	1	62	26	0	0	1	0	48	0	2	153	149	0	13	79	0	0	0	39	0	298	38	3	7	126	244	0	50	409	0	13	0	0	312	0	0	185
NTRK3	0	0	2085	0	41	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	10	0	0	0	9	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
DET1	0	0	0	0	0	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AEN	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISG20	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	8	0	68	0	35	0	0	0	0	0	0	0	0	1017	0	0	0	0	0	0
ABHD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57
FANCI	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0
POLG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	83	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHCG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLIN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	1	0	0	0	0	0	0	6	0	0
PEX11A	0	2	0	0	0	0	0	0	0	0	8	0	0	5	0	143	0	0	0	53	0	4	222	0	312	0	0	15	0	0	0	7	0	8	0	0	0	0	200	0	0	0	0	0	0	19	5	0	133	0	0
MESP1	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf38-AP3S2	0	0	0	77	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	64	3	0	0	0	0	0	0	0	0	0	0	1	0	0	35	0	0	0	10	0	0	0	13	1	0	0	0	24	0	0
C15orf38	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IDH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0
SEMA4B	0	187	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
